,datetime,title,content,category,url
20802,2011-06-28 08:10:00,Foto's Britse criminelen op site politie,"De politie Amsterdam-Amstelland zet vandaag opnieuw foto's van voortvluchtige, zware Britse criminelen op de website 'de politie zoekt'. Nederland is een gewilde uitwijkplaats voor Britse criminelen, in het bijzonder Amsterdam. De foto's worden geplaatst in het kader van Operation Return II, een vervolg op de actie van vorig jaar. Toen zette de politie zes mensen op de lijst van wie er twee zijn opgepakt. Van de 83 Britse criminelen die in de laatste vier jaar in Nederland opgepakt werden, zaten er meer dan 50 in Amsterdam. De politie hoopt dat de nieuwe foto's tips van het publiek opleveren.",Binnenland,https://nos.nl/artikel/251697-foto-s-britse-criminelen-op-site-politie.html
71471,2013-11-20 18:28:00,Alternatief voor de voedselbank,"De outlet heeft inmiddels zeven vestigingen, en de oprichter wil binnen een jaar naar 30 tot 35 winkels. Het bedrijf koopt overbodige partijen op van A-merk-fabrikanten en verkoopt die op markten en sinds een half jaar in supermarkten. Volgens een van de initiatiefnemers is het een schot in de roos. ""Vooral voor de doelgroep: mensen met een smalle beurs. Die zijn heel blij met ons concept; veel producten voor weinig geld. Via onze website krijgen we heel veel schrijnende voorbeelden te lezen: mensen die zeggen, 'wat fijn dat u er bent'. Eindelijk kan mijn jarig zoontje eens gebak trakteren"". ''Waarom ik dit doe? Al 25 jaar zit ik in dit soort zaken. Jarenlang verkochten we die overproductie aan het buitenland, maar door de huidige crisis is de nood in Nederland erg hoog. D'r is heel veel armoede hier"", zegt Arie, een van de initiatiefnemers. Hij wil liever niet met zijn achternaam op de website. Doordat het om partijen gaat die fabrikanten over hebben, verschilt het aanbod nogal. Deze week rookworsten en ijsjes, volgende week misschien kippenbouten en kaassoufflés. Vanochtend werd de zevende vestiging van Mega Food Stunter geopend, in Harderwijk. Een gezellige winkel is het niet echt, maar daat gaat het ook niet om: ""Nee, het gaat om de goede producten tegen lage prijzen. Daar komen de mensen voor"". Deze week wist de keten ook beslag te leggen op kerststollen. ""Dat klopt. Een producent had deze week een proefproductie. Hij wilde kijken hoeveel stollen hij per uur kon maken. Nou, de productie van een dag hebben wij gekocht"". Volgens de ondernemer is zijn keten iets duurder dan de Voedselbank en veel goedkoper dan de goedkoopste supermarkt. ",Economie,https://nos.nl/artikel/577414-alternatief-voor-de-voedselbank.html
188066,2019-01-25 16:21:00,Giften van buiten de EU aan politieke partijen verboden,"Het kabinet wil giften aan Nederlandse politieke partijen van buiten de Europese Unie verbieden. De reden daarvoor is ""het toegenomen risico op buitenlandse beïnvloeding van onze democratie,"" zegt minister Ollongren van Binnenlandse Zaken. Er geldt een uitzondering voor giften van Nederlandse kiesgerechtigden die buiten de EU wonen. Ollongren wil niet alleen het verbod doorvoeren, maar ook dat politieke partijen de kleinste giften vanuit andere EU-lidstaten openbaar maken. Ze benadrukt het belang van transparantie voor politieke partijen, zeker als het gaat om waar hun geld vandaan komt. De Wet financiering politieke partijen wordt aangepast naar aanleiding van conclusies van de commissie Veling. Die adviseerde vorig jaar om alle buitenlandse giften te verbieden, maar zo ver wil de minister niet gaan. In het regeerakkoord is wel afgesproken dat geldstromen naar politieke, maatschappelijke en religieuze organisaties transparanter worden. De aangepaste Wet financiering politieke partijen wordt nu voor advies naar de Raad van State gestuurd en gaat voor de zomer naar de Tweede Kamer. Deze nieuwe wet gaat voor alle politieke partijen gelden, maar vooral de PVV zal hier problemen door krijgen. De partij van Geert Wilders kreeg meer dan 100.000 euro van het Amerikaanse David Horowitz Freedom Center in de periode van 1 januari 2015 tot en met 22 februari 2017. Het kabinet wil later een wetsvoorstel doen om de positie van politieke partijen verbeteren. De bedoeling is dat partijen pas subsidie kunnen krijgen als zij bij verkiezingen ten minste één zetel in de Kamer hebben gekregen. Afsplitsingen van fracties komen dan dus niet meer in aanmerking voor subsidie. Minister Ollongren wil zo afsplitsingen in het parlement tegengaan. Behalve regels over de financiering, komen er ook voorschriften voor de organisatie van partijen en digitaal campagne voeren. De commissie-Veling was ingesteld om te kijken of de Wet financiering politieke partijen goed werkt. Die bestaat sinds 2013 en bepaalt dat giften aan politieke partijen van meer dan 4500 euro openbaar moeten worden gemaakt. Ook staat in de wet dat partijen in de Eerste en Tweede Kamer in aanmerking komen voor overheidssubsidie als zij ten minste duizend leden hebben die jaarlijks minimaal 12 euro contributie per persoon betalen. Door die regel krijgt de PVV geen subsidie, omdat de partij geen leden heeft.",Politiek,https://nos.nl/artikel/2269013-giften-van-buiten-de-eu-aan-politieke-partijen-verboden.html
144955,2016-12-19 12:23:00,Israël pakt rijke zakenman op voor corruptie in Guinee,"De politie in Israël heeft een van de rijkste mensen van het land opgepakt wegens omkoping in het Afrikaanse land Guinee. De politie wilde niet zeggen wie het is, maar volgens mijnbedrijf BSGR is het de zakenman Beny Steinmetz, een miljardair. Steinmetz zou als eigenaar van een mijnbedrijf dat in Guinee actief is ambtenaren en politici hebben omgekocht. Met de corruptie zouden tientallen miljoenen dollars zijn gemoeid. Ook wordt hij beschuldigd van witwassen. Zijn huis en bedrijf zijn vanmorgen doorzocht. Bij het onderzoek wordt samengewerkt met opsporingsinstanties in Guinee, de VS en Zwitserland. Ook de Organisatie voor Economische Samenwerking en Ontwikkeling (OESO) is bij het onderzoek betrokken. De OESO wil corruptie in lidstaten aanpakken. BSGR is opgericht door Beny Steimetz en zijn broer Daniel. Beny zou zijn aandelen later aan zijn broer hebben verkocht en alleen nog als adviseur aan BSGR zijn verbonden. BSGR zegt dat de beschuldigingen op niets zijn gebaseerd. Het Financieele Dagblad schreef in april al over het onderzoek tegen Steinmetz. Aanleiding was het opduiken van zijn naam in de Panama Papers: de miljoenen documenten van een Panamees juridisch adviesbureau die in handen van een Duitse krant waren gevallen. ABN Amro bleek zaken te doen met de man, die toen al werd verdacht van corruptie bij het verkrijgen van mijnbouwconcessies in Guinee. Uit onderzoek van de krant bleek dat in 2008 een concessie voor de ontginning van ijzerertsmijnen onverwacht naar BSGR was gegaan, terwijl die al aan een Brits-Australische bedrijf was gegund. Na het overlijden van de toenmalige president stelde een regeringscommissie vast dat BSGR steekpenningen had betaald aan diens vrouw. De vrouw bekende en werd informant van de FBI. BSGR raakte de concessie kwijt. Steinmetz woont sinds 2010 in Zwitserland. De Zwitserse politie doorzocht in 2013 zijn woning in Genève en ook zijn privévliegtuig. In november vorig jaar besliste een Zwitserse rechtbank dat de in beslag genomen documenten over de mijnaffaire aan het Amerikaanse ministerie van Justitie mochten worden gegeven. Volgens het FD gaat achter BSGR een kluwen aan vrijwel onontwarbare vennootschappen schuil, waaronder ook 25 brievenbusfirma's in Nederland. Die worden door een stichting in Liechtenstein aangestuurd, schrijft de krant.",Buitenland,https://nos.nl/artikel/2149158-israel-pakt-rijke-zakenman-op-voor-corruptie-in-guinee.html
114852,2015-10-13 17:58:00,Zwangere vrouwen kunnen worden vastgezet bij wanbetaling,"Mensen met een verkeersboete, krijgen nog meer mogelijkheden om het openstaande bedrag gespreid te betalen. Zwangere vrouwen zijn geen uitzondering en kunnen uiteindelijk net als iedereen worden opgesloten als ze een openstaande boete niet voldoen. Dat zei staatssecretaris Dijkhoff tijdens het Vragenuurtje in de Tweede Kamer. Aanleiding zijn de zorgen van de SP over mensen die hun boete wel willen betalen, maar dat niet kunnen. SP-Kamerlid Kooiman vindt net als de Politievakbond, dat het onwenselijk is dat zwangere wanbetalers kunnen worden opgesloten. Volgens haar brengt dat “onaanvaardbare risico’s” met zich mee voor de moeder en het ongeboren kind. Zij wil dat mensen altijd een betalingsregeling kunnen aanvragen, zodat bedragen niet flink oplopen en de vrouw in de gevangenis terecht komt. Kooiman noemt detentie een te ingrijpend middel en denkt dat “het zomaar iedereen kan gebeuren” om bij wanbetaling vastgezet te worden. De staatssecretaris zei dat hij het ""niet eens is met het beeld dat wordt opgeroepen"". Volgens hem moet een rechter besluiten of iemand wordt opgesloten en hij benadrukt dat dat niet zomaar gebeurt. “Je moet eerst de wet overtreden, de boete lange tijd niet betalen, daar gaat zo 2 jaar overheen”, aldus Dijkhoff. Hij zegt dat er pas op het laatste moment over wordt gegaan op gijzeling. ""Wie gegijzeld wordt, heeft genoeg kansen gehad"", aldus de staatssecretaris. Hij zegt ook dat de politie kan besluiten om een vrouw niet mee te nemen naar het bureau. Daarbij komt dat alle Nederlandse gevangenissen geschikt zijn voor zwangere vrouwen. Volgens de staatssecretaris vindt er sowieso altijd een medische keuring plaats, voordat iemand wordt opgesloten. Vorig jaar waren er 36 onderzoeken, waarvan 8 mensen niet werden opgesloten omdat hun medische toestand te slecht was.",Politiek,https://nos.nl/artikel/2062903-zwangere-vrouwen-kunnen-worden-vastgezet-bij-wanbetaling.html
55137,2013-03-04 16:00:00,Drie jaar cel voor Duitse hooligan,"Een Duitse hooligan is tot drie jaar cel veroordeeld voor het mishandelen van een fan van een andere club. De dader was fan van Werder Bremen en het slachtoffer van Schalke 04. De rechter in Bremen veroordeelde de 27-jarige man vanochtend voor poging tot doodslag en ernstige mishandeling. Hij was vorig jaar mei na een wedstrijd met een paar maten in het centrum van Bremen op zoek gegaan naar Schalke-fans. Bij een gevecht kwam het 44-jarige slachtoffer op de grond te liggen. De dader sprong daarna met zijn volle gewicht op het hoofd van de liggende Schalke-fan. Die liep diverse gezichtsbreuken op en kan mogelijk nooit meer werken, mede door de angstaanvallen waaraan hij sindsdien lijdt. De Duitse rechter noemde de mishandeling onvoorstelbaar en zo gruwelijk dat een lange celstraf gerechtvaardigd is.",Buitenland,https://nos.nl/artikel/480742-drie-jaar-cel-voor-duitse-hooligan.html
32028,2012-02-14 06:33:00,Minder buitenlandse vakanties,"Tijdens de voorjaarsvakantie gaan minder Nederlanders naar het buitenland. Het Nederlands Bureau voor Toerisme en Congressen verwacht dat er 700.000 Nederlanders naar het buitenland gaan, dat zijn er 100.000 minder dan vorig jaar. Het aantal mensen dat in eigen land op vakantie gaat blijft met 700.000 gelijk. Door de economische crisis gaan Nederlanders ook minder lang en minder ver op vakantie. Volgens het toerismebureau geven mensen verder minder geld uit als ze weg zijn. De voorjaarsvakanties vallen dit jaar tussen 18 februari en 4 maart.",Economie,https://nos.nl/artikel/340715-minder-buitenlandse-vakanties.html
88243,2014-08-22 04:57:00,Slachtoffers MH17 terug in Maleisië,"In Maleisië is het vliegtuig geland met slachtoffers van de vliegramp met vlucht MH17. Aan boord zijn de stoffelijke overschotten van twintig Maleisische slachtoffers die in Nederland zijn geïdentificeerd. Een toestel van Malaysia Airlines vloog de slachtoffers van Schiphol naar Kuala Lumpur. Militairen in witte uniformen droegen de kisten het vliegtuig uit. Op iedere kist lag een Maleisische vlag. Na de aankomst werd een ceremonie met een minuut stilte gehouden. Daarbij waren de koning, de premier en nabestaanden aanwezig. Piloten en stewardessen van Malaysia Airlines stonden op het vliegveld te wachten op de aankomst van het toestel met witte bloemen in hun handen. Het is vandaag een dag van nationale rouw in Maleisië, ter nagedachtenis aan de slachtoffers van de vliegramp in Oekraïne. De regering heeft haar inwoners opgeroepen zwarte kleding te dragen en allemaal de minuut stilte in acht te nemen. Volgens Harry Molenaar, de Nederlandse ambassadeur in Maleisië, worden de lichamen die zijn aangekomen, direct begraven. ""Bij veel van de begrafenissen zijn ministers en hoogwaardigheidsbekleders aanwezig. Daar is de rest van de dag eigenlijk mee gevuld."" In totaal kwamen er 43 Maleisiërs om bij de ramp, van hen zijn er nu 28 geïdentificeerd. Het is nog niet bekend wanneer de andere slachtoffers naar huis worden gebracht.",Buitenland,https://nos.nl/artikel/689441-slachtoffers-mh17-terug-in-maleisie.html
128388,2016-04-15 16:48:00,Rusland boos over Turkse blokkade van nieuwssite,"Het Russische ministerie van Buitenlandse Zaken noemt het onwettig dat Turkije de website van het Russische persbureau Sputnik heeft geblokkeerd. Vanochtend maakte Sputnik bekend dat de website niet meer bereikbaar was vanuit Turkije. Turkije liet in een reactie weten dat een site mag worden geblokkeerd als er informatie op staat die in strijd is met de wet. Een rechter moet beslissen of de site geblokkeerd moet blijven. Naar aanleiding van welk bericht de site is geblokkeerd, is niet bekendgemaakt. In een schriftelijke verklaring van het Russische ministerie van Buitenlandse Zaken staat dat de blokkade een ""grove schending van fundamentele mensenrechten en vrijheid"" is. De relatie tussen de regeringen in Ankara en Moskou is al langer slecht. Dat is vooral het geval sinds november, toen Turkije een Russisch gevechtsvliegtuig uit de lucht schoot. Turkije beschuldigt Rusland verder van het steunen van Syrische Koerden om Turkije dwars te zitten. Tijdens Poetins jaarlijkse 'gesprek met het volk' zei de Russische president gisteren dat hij Turken beschouwt als zijn vrienden. ""We hebben alleen problemen met sommige van hun politici"", zei Poetin. Hij adviseerde de Russen verder om voorlopig geen vakantie te vieren in Turkije. ",Buitenland,https://nos.nl/artikel/2099395-rusland-boos-over-turkse-blokkade-van-nieuwssite.html
231432,2021-10-03 17:30:00,"Mogelijke matchfixing in het beloftenvoetbal, KNVB wil politieonderzoek","Meerdere wedstrijden in de beloftencompetitie zijn de afgelopen jaren gefixt. Dat zegt een zelfverklaarde matchfixer in de NOS-podcast Gefixt. Hij beweert onder anderen vijf spelers van Jong RKC te hebben omgekocht. De KNVB neemt de zaak hoog op en wil dat de politie onderzoek doet. De NOS kwam de fixer, een Hagenaar van begin twintig, op het spoor nadat hij via sociale media een darter had benaderd met het verzoek een wedstrijd te verliezen. Dat liep op niets uit, maar naar eigen zeggen is hij er wel in geslaagd wedstrijden in de beloftencompetitie van het betaald voetbal te manipuleren. In die competitie spelen teams van profclubs met spelers onder de 21 jaar, samen met reserves van het eerste elftal. De man zegt bijvoorbeeld de wedstrijd Jong Roda JC-Jong RKC (2-1), op 5 november 2019, gefixt te hebben. Vijf spelers van Jong RKC kregen volgens hem ieder zo'n 1.500 euro om de wedstrijd te verliezen. Een speler van Jong Roda, met wie hij bevriend is, zou de spelers van Jong RKC voor hem benaderd hebben. ""De winst van mij was 20.000 à 30.000 euro"", zegt de fixer in de podcast. De speler van Jong Roda deelde in de winst. Op verzoek van de NOS heeft een gokdatabedrijf de gokpatronen van de betreffende wedstrijd geanalyseerd. ""Wij twijfelen aan de integriteit van deze wedstrijd"", schrijft het bedrijf. Uit de analyse blijkt namelijk dat bij Singbet (een van de grootste Aziatische gokaanbieders) in de eerste helft opvallend veel gegokt werd op de winst van Jong Roda, zonder dat het spelbeeld daar aanleiding voor gaf. ""Het is volkomen onnatuurlijk onder normale omstandigheden dat de kans dat een team wint met ongeveer 16 procent toeneemt in 45 minuten zonder doelpunten of rode kaarten. Jong Roda ging van duidelijke outsider naar duidelijke favoriet om de wedstrijd te winnen"", stelt het bedrijf. Conclusie: ""zeer verdacht"". In de tweede helft komt RKC op voorsprong, maar dat heeft nauwelijks effect op de gokmarkt. Een kwartier later scoort Jong Roda twee keer. Bekijk hier de doelpunten in de wedstrijd Jong Roda JC - Jong RKC. De tekst loopt onder de video door. Secretaris-generaal Gijs de Jong van de KNVB noemt de zaak ""zeer ernstig"". Hij wil dat het wordt uitgezocht, maar concludeert dat de bond zelf niet de benodigde opsporingsmiddelen heeft, zoals het kunnen natrekken van bank- en telefoongegevens. ""Daarom zou het heel goed zijn als de autoriteiten verder onderzoek zouden doen."" Tot en met vorig seizoen werd de beloftencompetitie door de KNVB niet gemonitord op verdachte gokbewegingen. Het was volgens De Jong een ""gat waar weinig zicht op was"", terwijl er al langer signalen waren dat deze competitie kwetsbaar is voor matchfixing. ""We worden nu bevestigd in onze angst."" Hoewel er nauwelijks fans op de tribunes zitten, is de Nederlandse beloftencompetitie populair onder gokkers. Volgens gokdatabedrijf Sportradar werd er gemiddeld zo'n 4,5 miljoen euro per wedstrijd op gegokt, voornamelijk in Azië. Dat gebeurt bij zeker 154 wedkantoren. De spelers in deze competitie verdienen soms maar 600 euro per maand. ""Die competitie is niet per se een heel hoge prestatieve competitie, maar wel een heel belangrijke competitie voor jongeren om zich te ontwikkelen"", zegt De Jong. ""Het zijn vaak jonge spelers die nog geen hoge salarissen verdienen en makkelijk benaderbaar zijn. Hier is weinig publiek bij en weinig toezicht. Het is dus heel makkelijk om te doen."" Volgens de fixer is het niet moeilijk om in contact te komen met jonge profvoetballers. ""De voetballers kennen elkaar allemaal. Als je er eentje kent en je gaat ergens voetballen met iemand of een hapje eten, dan leer je ze allemaal kennen. Het is best een kleine wereld."" Om zijn woorden kracht bij te zetten, laat hij een overboeking zien van 5.000 euro van een Nederlandse profvoetballer die in Polen speelt. Waar het bedrag voor bedoeld was, wil hij niet zeggen. Het is niet de enige jonge voetballer met wie hij aantoonbaar contact heeft. Bij zijn eerste afspraak met de NOS is een andere bevriende profvoetballer aanwezig. En ook op sociale media heeft hij contact met jonge voetballers van verschillende profclubs, onder wie spelers die nog altijd actief zijn in het betaald voetbal. Podcast Gefixt Waarom wil de jonge fixer dit verhaal vertellen? En is hij niet bang om tegen de lamp te lopen? Luister voor het volledige verhaal van de fixer, en andere verhalen, de podcast Gefixt, een vijfdelige podcastserie waarin NOS-journalisten Guido van Gorp en Ben Meindertsma op zoek gaan naar matchfixing in Nederland. Het geld dat hij heeft gegokt op de wedstrijd Jong Roda-Jong RKC zegt hij te hebben ingezet bij Belgische en Duitse gokkantoren. Dat deed hij onder meer bij filialen van Betcenter. Daar kan tot 1.000 euro worden ingezet, zonder dat een identiteitsbewijs hoeft te worden getoond. Betcenter is niet bereid te reageren op vragen van de NOS over gokinzetten die zijn gedaan. De NOS heeft gesproken met vijf spelers van het team van Jong RKC uit 2019. Geen van hen zegt de wedstrijd bewust verloren te hebben. Wel zegt een van de spelers, die anoniem wil blijven, dat er door zijn teamgenoten gesproken werd over gokken op het eigen verlies. De betreffende speler van Jong Roda die bemiddeld zou hebben, heeft zijn voormalig trainer verteld in dezelfde periode door iemand anders te zijn benaderd om wedstrijden te fixen. Maar hij ontkent zelf betrokken te zijn. RKC Waalwijk en Roda JC zeggen in een reactie volkomen verrast te zijn door het verhaal van de fixer. Ze zeggen niet eerder signalen te hebben ontvangen over mogelijke matchfixing met betrekking tot hun beloftenteams. De fixer beweert dat er meerdere wedstrijden dat seizoen zijn gefixt. Een van de andere wedstrijden waar hij concrete informatie over heeft, is Jong Eindhoven-Jong Fortuna (5-4) op 2 december 2019. In de podcast beschrijft hij hoe hij samen met een handlanger spelers van Fortuna in een spelershuis bezocht. Volgens hem was de afspraak dat er een minimum aantal doelpunten gemaakt zou moeten worden in dit duel. Fortuna deed navraag bij deze spelers, maar zij ontkennen met de fixer gesproken te hebben. Volgens het gokdatabedrijf, dat de wedstrijd op verzoek van de NOS heeft geanalyseerd, werd er op dit duel inderdaad opvallend veel gegokt. Ook valt op dat er veel is ingezet op een hoog aantal doelpunten.",Binnenland,https://nos.nl/collectie/13862/artikel/2400222-mogelijke-matchfixing-in-het-beloftenvoetbal-knvb-wil-politieonderzoek
245411,2022-11-01 13:09:24,Denen naar de stembus in onrustige tijd ,"De Denen gaan vandaag naar de stembus in een onrustige tijd: oorlog in Oekraïne, een energiecrisis, inflatie en problemen met de veiligheid. De sociaaldemocratische premier Mette Frederiksen positioneert zichzelf als veilig anker in crisistijd, maar het is de vraag of haar linkse blok een meerderheid gaat halen. 'Veiligheid in onzekere tijden', dat werd de slogan van de sociaaldemocraten, de grootste linkse partij van het land. Belangrijke thema's bij deze verkiezingen zijn zorg, klimaat en economie. De partijprogramma's liggen dicht bij elkaar en de verwachting is dat kiezers zich daarom laten leiden door de vraag wie Denemarken het best kan leiden in onzekere tijden. Kort voordat de Deense verkiezingscampagne een maand geleden werd uitgeschreven, werden de gaspijpleidingen Nord Stream 1 en 2 in de Oostzee opgeblazen. De buizen lopen vlak langs het Deense eilandje Bornholm. De sabotage was een wake-up call voor de Denen, waardoor de discussie over het veiligheidsbeleid oplaaide. In dezelfde zee lopen ook belangrijke stroom- en internetkabels. Als die beschadigd raken door sabotage kan dat grote problemen veroorzaken. De zeebodem moet volgens de Denen dus verdedigd worden, onder meer om de energievoorziening veilig te stellen. De discussie over veiligheid is vrij nieuw. De dreiging van Rusland was voor veel Denen een ver-van-m'n-bedshow, maar dat veranderde drastisch door het opblazen van de gaspijpleidingen in de Oostzee. De Russische invasie van Oekraïne heeft ook een discussie op gang gebracht over het Deense leger. Daar is de afgelopen jaren sterk op bezuinigd, maar onlangs is besloten dat de defensie-uitgaven over tien jaar 2 procent van het bruto nationaal product moeten zijn. Een richtlijn die is afgesproken met de NAVO, waar Denemarken lid van is. Tegelijkertijd moet de defensie van het land financieel concurreren met problemen in de zorg. Ziekenhuizen kampen met een groot gebrek aan personeel en meer loon voor ziekenverzorgers staat ook hoog op de politieke agenda. Hoe de partijen het geld willen verdelen, kan een doorslaggevende factor zijn in de stemkeuze van het Deense volk. De 4 miljoen Denen hebben de keuze uit veertien partijen. De grootste op links zijn de sociaaldemocraten. De liberale partij Venstre is op rechts de partij met de meeste leden in het parlement. Verder zijn er nog een aantal conservatieve, christelijke en socialistische partijen. Op rechts zijn er twee nieuwe partijen bij gekomen, die vooral de immigratie willen beperken. De Deense Democraten is een daarvan, een partij die deze zomer werd opgericht door de voormalige minister van immigratie, Inger Støjberg. Zij voerde een streng beleid. In de peilingen is haar partij goed voor 7 procent van de stemmen. Wie er premier wordt, is dit keer moeilijk te voorspellen omdat er veel kandidaten zijn, in tegenstelling tot vorige verkiezingen: de huidige sociaaldemocratische regeringsleider Mette Frederiksen, de liberale leider Jakob Ellemann-Jensen en de voorman van de conservatieven Søren Pape Poulsen. Maar ook de voormalig premier Lars Løkke Rasmussen kan een gooi naar het premierschap doen, als hij de beslissende zetels krijgt. ",Buitenland,https://nos.nl//artikel/2450639-denen-naar-de-stembus-in-onrustige-tijd
160343,2017-08-31 15:01:00,Chauffeurs eisen 100.000 euro van Ikea-transporteur,"Drie ex-werknemers van Ikea-transporteur Brinkman Trans Holland hebben een deurwaarder beslag laten leggen bij het bedrijf. De drie hebben nog zo'n 100.000 euro achterstallig salaris tegoed. De rechter stelde hen eerder in het gelijk, maar het bedrijf komt niet over de brug. Er spelen al langere tijd problemen bij het transportbedrijf dat onder meer planten vervoert voor Ikea. De arbeidsinspectie deed eind vorig jaar een inval wegens de omgang met chauffeurs. Vakbond FNV won ook al een rechtszaak wegens het niet naleven van de cao en de rij- en rusttijdenwet en de inzet van buitenlandse chauffeurs. De drie chauffeurs die nu samen met de FNV een deurwaarder in de arm hebben genomen, werden volgens de vakbond dwarsgezeten omdat ze opkwamen voor hun rechten. ""Twee werden op staande voet ontslagen en het bedrijf stopte de loonbetaling"""", zegt Edwin Atema van de FNV. ""Maar ook nadat de rechter hen in maart in het gelijk stelde, gebeurde er niets. We hebben eerder op bankrekeningen beslag laten leggen, maar daar stond bijna niets op."" Volgens de advocaat van het bedrijf zijn de drie werknemers en de FNV voorbarig. ""Wij zijn na die eerdere uitspraak van de rechter meteen in hoger beroep gegaan en die zaak dient in december"", zegt advocaat L. Haarsma. ""We zijn dus nog niet uitgeprocedeerd. Er ontstaat nu een beeld alsof het bedrijf een stoute jongen is, maar dat is volgens ons niet helemaal waar. Ik zou FNV adviseren gas terug te nemen."" Op initiatief van de drie chauffeurs en de FNV heeft een deurwaarder nu beslag gelegd bij Brinkman Trans Holland. ""We moeten afwachten wat de deurwaarder meeneemt en wat dat oplevert, maar met de verkoop van een aantal vorkheftrucks komen we al een eind"", zegt Atema van de vakbond. Brinkman Trans Holland transporteert onder meer planten voor Ikea. Het Zweedse woonwarenhuis liet eerder weten dat het hecht aan veilige werkomstandigheden en een goed personeelsbeleid, zowel van de eigen werknemers als bij leveranciers en onderaannemers. Maar Ikea let ook scherp op de prijs. Dat dat automatisch zou leiden tot malafide praktijken, bestrijdt het bedrijf.",Economie,https://nos.nl/artikel/2190660-chauffeurs-eisen-100-000-euro-van-ikea-transporteur.html
